strain1,strain2,chr_num,start,end
AB1,JU406,6,21056,5883687
AB1,JU642,6,21056,5883687
AB1,MY16,6,2137728,5883687
CB4851,AB4,6,21056,5883687
CX11315,AB4,6,4964656,5883687
JU1212,AB4,6,21056,5883687
JU1213,AB4,6,1444043,5883687
JU1568,AB4,6,21056,5883687
JU311,AB4,6,4171277,5883687
LSJ1,AB4,6,21056,5883687
MY18,AB4,6,21056,5883687
AB4,CB4932,6,5289771,5883687
AB4,JU1586,6,21056,5883687
AB4,JU393,6,21056,5883687
AB4,JU406,6,21056,5883687
AB4,MY16,6,1746923,5883687
CB4858,CB4851,6,21056,5883687
CB4851,CB4852,6,2602978,5883687
CB4851,CX11292,6,21056,5883687
CB4851,CX11315,6,4964656,5883687
CB4851,CX11271,6,21056,5883687
CB4851,CX11276,6,21056,5883687
CB4851,ED3005,6,2137728,5883687
CB4851,ED3012,6,4964656,5883687
CB4851,ED3017,6,2602978,5883687
CB4851,ED3048,6,3709807,5883687
CB4851,ED3052,6,2137728,5883687
CB4851,ED3073,6,21056,5883687
CB4851,EG4347,6,21056,5883687
CB4851,EG4349,6,1444043,5883687
CB4851,EG4946,6,21056,5883687
CB4851,JT11398,6,3219578,5883687
CB4851,JU1213,6,1444043,5883687
CB4851,JU1409,6,21056,5883687
CB4851,JU1491,6,21056,5883687
CB4851,JU561,6,2602978,5883687
CB4851,MY10,6,21056,5883687
CB4851,MY18,6,21056,5883687
CB4851,PX174,6,21056,5883687
CB4851,PX179,6,21056,5883687
CB4851,QX1233,6,21056,5883687
CB4851,WN2002,6,21056,5883687
CB4851,CB4854,6,21056,5883687
CB4851,CX11314,6,21056,5883687
CB4851,DL226,6,21056,5883687
CB4851,ED3011,6,21056,5883687
CB4851,ED3040,6,3709807,5883687
CB4851,ED3046,6,21056,5883687
CB4851,ED3049,6,21056,5883687
CB4851,ED3077,6,21056,5883687
CB4851,EG4725,6,21056,5883687
CB4851,JU1088,6,5289771,5883687
CB4851,JU1172,6,21056,5883687
CB4851,JU1200,6,4964656,5883687
CB4851,JU1395,6,2602978,5883687
CB4851,JU1400,6,21056,5883687
CB4851,JU1440,6,21056,5883687
CB4851,JU1652,6,21056,5883687
CB4851,JU1896,6,21056,5883687
CB4851,JU774,6,21056,5883687
CB4851,JU778,6,21056,5883687
CB4851,JU782,6,4171277,5883687
CB4851,KR314,6,21056,5883687
CB4851,LKC34,6,21056,5883687
CB4851,MY16,6,2137728,5883687
CB4851,MY1,6,21056,5883687
CB4851,PB303,6,21056,5883687
CB4852,CX11315,6,4964656,5883687
CB4852,JU1212,6,2602978,5883687
CB4852,JU1213,6,2602978,5883687
CB4852,JU1568,6,2602978,5883687
CB4852,JU311,6,4171277,5883687
CB4852,JU367,6,2602978,5883687
CB4852,JU394,6,2602978,5883687
CB4852,LSJ1,6,2602978,5883687
CB4852,MY18,6,2602978,5883687
CB4852,CB4932,6,5289771,5883687
CB4852,JU1586,6,2602978,5883687
CB4852,JU393,6,2602978,5883687
CB4852,JU406,6,2602978,5883687
CB4852,JU642,6,2602978,5883687
CB4852,MY16,6,2602978,5883687
CX11315,CB4854,6,4964656,5883687
JU1212,CB4854,6,21056,5883687
JU1213,CB4854,6,1444043,5883687
JU1568,CB4854,6,21056,5883687
JU311,CB4854,6,4171277,5883687
JU367,CB4854,6,21056,5883687
JU394,CB4854,6,21056,5883687
LSJ1,CB4854,6,21056,5883687
MY18,CB4854,6,606594,5883687
CB4854,CB4932,6,5289771,5883687
CB4854,JU1586,6,21056,5883687
CB4854,JU393,6,21056,5883687
CB4854,JU406,6,21056,5883687
CB4854,JU642,6,21056,5883687
CB4854,MY16,6,2137728,5883687
CX11285,CB4857,6,3709807,5883687
CB4858,CX11315,6,4964656,5883687
CB4858,JU1212,6,21056,5883687
CB4858,JU1213,6,1444043,5883687
CB4858,JU1568,6,21056,5883687
CB4858,JU311,6,4171277,5883687
CB4858,JU367,6,21056,5883687
CB4858,JU394,6,21056,5883687
CB4858,LSJ1,6,21056,5883687
CB4858,MY18,6,21056,5883687
CB4858,CB4932,6,5289771,5883687
CB4858,JU1586,6,21056,5883687
CB4858,JU393,6,21056,5883687
CB4858,JU406,6,21056,5883687
CB4858,JU642,6,21056,5883687
CB4858,MY16,6,1746923,5883687
CX11292,CB4932,6,5289771,5883687
CX11271,CB4932,6,5289771,5883687
CX11276,CB4932,6,5289771,5883687
ED3005,CB4932,6,5289771,5883687
ED3012,CB4932,6,5289771,5883687
ED3017,CB4932,6,5289771,5883687
ED3048,CB4932,6,5289771,5883687
ED3052,CB4932,6,5289771,5883687
ED3073,CB4932,6,5289771,5883687
EG4347,CB4932,6,5289771,5883687
EG4349,CB4932,6,5289771,5883687
EG4946,CB4932,6,5289771,5883687
JT11398,CB4932,6,5289771,5883687
JU1213,CB4932,6,5289771,5883687
JU1409,CB4932,6,5289771,5883687
JU1491,CB4932,6,5289771,5883687
JU561,CB4932,6,5289771,5883687
MY10,CB4932,6,5289771,5883687
MY18,CB4932,6,5289771,5883687
PX174,CB4932,6,5289771,5883687
QX1233,CB4932,6,5289771,5883687
WN2002,CB4932,6,5289771,5883687
CB4932,CX11314,6,5289771,5883687
CB4932,DL226,6,5289771,5883687
CB4932,ED3011,6,5289771,5883687
CB4932,ED3040,6,5289771,5883687
CB4932,ED3046,6,5289771,5883687
CB4932,ED3049,6,5289771,5883687
CB4932,ED3077,6,5289771,5883687
CB4932,EG4725,6,5289771,5883687
CB4932,JU1088,6,5289771,5883687
CB4932,JU1172,6,5289771,5883687
CB4932,JU1200,6,5289771,5883687
CB4932,JU1395,6,5289771,5883687
CB4932,JU1400,6,5289771,5883687
CB4932,JU1440,6,5289771,5883687
CB4932,JU1652,6,5289771,5883687
CB4932,JU1896,6,5289771,5883687
CB4932,JU774,6,5289771,5883687
CB4932,JU778,6,5289771,5883687
CB4932,JU782,6,5289771,5883687
CB4932,KR314,6,5289771,5883687
CB4932,LKC34,6,5289771,5883687
CB4932,MY16,6,5289771,5883687
CB4932,MY1,6,5289771,5883687
CB4932,PB303,6,5289771,5883687
CX11262,PB306,6,2137728,5883687
CX11315,CX11271,6,4964656,5883687
CX11271,JU1212,6,21056,5883687
CX11271,JU1213,6,1444043,5883687
CX11271,JU1568,6,21056,5883687
CX11271,JU311,6,4171277,5883687
CX11271,LSJ1,6,21056,5883687
CX11271,MY18,6,21056,5883687
CX11271,JU1586,6,21056,5883687
CX11271,JU393,6,21056,5883687
CX11271,JU406,6,21056,5883687
CX11271,MY16,6,1746923,5883687
CX11315,CX11276,6,4964656,5883687
CX11276,JU1212,6,21056,5883687
CX11276,JU1213,6,1444043,5883687
CX11276,JU1568,6,21056,5883687
CX11276,JU311,6,4171277,5883687
CX11276,JU367,6,3709807,5883687
CX11276,JU394,6,21056,5883687
CX11276,LSJ1,6,21056,5883687
CX11276,MY18,6,21056,5883687
CX11276,JU1586,6,21056,5883687
CX11276,JU393,6,21056,5883687
CX11276,JU406,6,21056,5883687
CX11276,JU642,6,21056,5883687
CX11276,MY16,6,2137728,5883687
CX11292,CX11315,6,4964656,5883687
CX11292,JU1212,6,21056,5883687
CX11292,JU1213,6,1444043,5883687
CX11292,JU1568,6,21056,5883687
CX11292,JU311,6,4171277,5883687
CX11292,JU367,6,21056,5883687
CX11292,JU394,6,21056,5883687
CX11292,LSJ1,6,21056,5883687
CX11292,MY18,6,21056,5883687
CX11292,JU1586,6,21056,5883687
CX11292,JU393,6,21056,5883687
CX11292,JU406,6,21056,5883687
CX11292,JU642,6,21056,5883687
CX11292,MY16,6,1746923,5883687
CX11315,CX11314,6,4964656,5883687
JU1212,CX11314,6,21056,5883687
JU1213,CX11314,6,1444043,5883687
JU1568,CX11314,6,21056,5883687
JU311,CX11314,6,4171277,5883687
JU367,CX11314,6,21056,5883687
JU394,CX11314,6,21056,5883687
LSJ1,CX11314,6,21056,5883687
MY18,CX11314,6,21056,5883687
CX11314,JU1586,6,21056,5883687
CX11314,JU393,6,21056,5883687
CX11314,JU406,6,21056,5883687
CX11314,JU642,6,21056,5883687
CX11314,MY16,6,1746923,5883687
CX11315,ED3005,6,4964656,5883687
CX11315,ED3012,6,4964656,5883687
CX11315,ED3017,6,4964656,5883687
CX11315,ED3048,6,4964656,5883687
CX11315,ED3052,6,4964656,5883687
CX11315,ED3073,6,4964656,5883687
CX11315,EG4347,6,4964656,5883687
CX11315,EG4349,6,4964656,5883687
CX11315,EG4946,6,4964656,5883687
CX11315,JT11398,6,4964656,5883687
CX11315,JU1212,6,4964656,5883687
CX11315,JU1213,6,4964656,5883687
CX11315,JU1409,6,4964656,5883687
CX11315,JU1491,6,4964656,5883687
CX11315,JU1568,6,4964656,5883687
CX11315,JU311,6,4964656,5883687
CX11315,JU367,6,4964656,5883687
CX11315,JU394,6,4964656,5883687
CX11315,JU561,6,4964656,5883687
CX11315,LSJ1,6,4964656,5883687
CX11315,MY10,6,4964656,5883687
CX11315,MY18,6,4964656,5883687
CX11315,PX174,6,4964656,5883687
CX11315,PX179,6,4964656,5883687
CX11315,QX1233,6,4964656,5883687
CX11315,WN2002,6,4964656,5883687
CX11315,DL226,6,4964656,5883687
CX11315,ED3011,6,4964656,5883687
CX11315,ED3040,6,4964656,5883687
CX11315,ED3046,6,4964656,5883687
CX11315,ED3049,6,4964656,5883687
CX11315,ED3077,6,4964656,5883687
CX11315,EG4725,6,4964656,5883687
CX11315,JU1088,6,5289771,5883687
CX11315,JU1172,6,4964656,5883687
CX11315,JU1200,6,4964656,5883687
CX11315,JU1395,6,4964656,5883687
CX11315,JU1400,6,4964656,5883687
CX11315,JU1440,6,4964656,5883687
CX11315,JU1586,6,4964656,5883687
CX11315,JU1652,6,4964656,5883687
CX11315,JU1896,6,4964656,5883687
CX11315,JU393,6,4964656,5883687
CX11315,JU406,6,4964656,5883687
CX11315,JU642,6,4964656,5883687
CX11315,JU774,6,4964656,5883687
CX11315,JU778,6,4964656,5883687
CX11315,JU782,6,4964656,5883687
CX11315,KR314,6,4964656,5883687
CX11315,LKC34,6,4964656,5883687
CX11315,MY16,6,4964656,5883687
CX11315,MY1,6,4964656,5883687
CX11315,PB303,6,4964656,5883687
JU1212,DL226,6,21056,5883687
JU1213,DL226,6,1444043,5883687
JU1568,DL226,6,21056,5883687
JU311,DL226,6,4171277,5883687
JU367,DL226,6,21056,5883687
JU394,DL226,6,21056,5883687
LSJ1,DL226,6,21056,5883687
MY18,DL226,6,21056,5883687
DL226,JU1586,6,21056,5883687
DL226,JU393,6,21056,5883687
DL226,JU406,6,21056,5883687
DL226,JU642,6,21056,5883687
DL226,MY16,6,1746923,5883687
ED3005,JU1212,6,2137728,5883687
ED3005,JU1213,6,2137728,5883687
ED3005,JU1568,6,2137728,5883687
ED3005,JU311,6,4171277,5883687
ED3005,JU367,6,2137728,5883687
ED3005,JU394,6,2137728,5883687
ED3005,LSJ1,6,2137728,5883687
ED3005,MY18,6,2137728,5883687
ED3005,JU1586,6,2137728,5883687
ED3005,JU393,6,2137728,5883687
ED3005,JU406,6,2137728,5883687
ED3005,JU642,6,2137728,5883687
ED3005,MY16,6,21056,5883687
JU1212,ED3011,6,21056,5883687
JU1213,ED3011,6,1444043,5883687
JU1568,ED3011,6,21056,5883687
JU311,ED3011,6,4171277,5883687
JU367,ED3011,6,21056,5883687
JU394,ED3011,6,21056,5883687
LSJ1,ED3011,6,21056,5883687
MY18,ED3011,6,21056,5883687
ED3011,JU1586,6,21056,5883687
ED3011,JU393,6,21056,5883687
ED3011,JU406,6,21056,5883687
ED3011,JU642,6,21056,5883687
ED3011,MY16,6,2137728,5883687
ED3012,JU1212,6,4964656,5883687
ED3012,JU1213,6,4964656,5883687
ED3012,JU1568,6,4964656,5883687
ED3012,JU311,6,4964656,5883687
ED3012,JU367,6,4964656,5883687
ED3012,JU394,6,4964656,5883687
ED3012,LSJ1,6,4964656,5883687
ED3012,MY18,6,4964656,5883687
ED3012,JU1586,6,4964656,5883687
ED3012,JU393,6,4964656,5883687
ED3012,JU406,6,4964656,5883687
ED3012,JU642,6,4964656,5883687
ED3012,MY16,6,4964656,5883687
ED3017,JU1212,6,2602978,5883687
ED3017,JU1213,6,2602978,5883687
ED3017,JU1568,6,2602978,5883687
ED3017,JU311,6,4171277,5883687
ED3017,LSJ1,6,2602978,5883687
ED3017,MY18,6,2602978,5883687
ED3017,JU1586,6,2602978,5883687
ED3017,JU393,6,2602978,5883687
ED3017,JU406,6,2602978,5883687
ED3017,MY16,6,2602978,5883687
JU1212,ED3040,6,3709807,5883687
JU1213,ED3040,6,3709807,5883687
JU1568,ED3040,6,3709807,5883687
JU311,ED3040,6,4171277,5883687
JU367,ED3040,6,3709807,5883687
JU394,ED3040,6,3709807,5883687
LSJ1,ED3040,6,3709807,5883687
MY18,ED3040,6,3709807,5883687
ED3040,JU1586,6,3709807,5883687
ED3040,JU393,6,3709807,5883687
ED3040,JU406,6,3709807,5883687
ED3040,JU642,6,3709807,5883687
ED3040,MY16,6,3709807,5883687
JU1212,ED3046,6,21056,5883687
JU1213,ED3046,6,1444043,5883687
JU1568,ED3046,6,21056,5883687
JU311,ED3046,6,4171277,5883687
JU367,ED3046,6,21056,5883687
JU394,ED3046,6,21056,5883687
LSJ1,ED3046,6,21056,5883687
MY18,ED3046,6,21056,5883687
ED3046,JU1586,6,21056,5883687
ED3046,JU393,6,21056,5883687
ED3046,JU406,6,21056,5883687
ED3046,JU642,6,21056,5883687
ED3046,MY16,6,2137728,5883687
ED3048,JU1212,6,3709807,5883687
ED3048,JU1213,6,3709807,5883687
ED3048,JU1568,6,3709807,5883687
ED3048,JU311,6,4171277,5883687
ED3048,JU367,6,3709807,5883687
ED3048,JU394,6,3709807,5883687
ED3048,LSJ1,6,3709807,5883687
ED3048,MY18,6,3709807,5883687
ED3048,JU1586,6,3709807,5883687
ED3048,JU393,6,3709807,5883687
ED3048,JU406,6,3709807,5883687
ED3048,JU642,6,3709807,5883687
ED3048,MY16,6,3709807,5883687
JU1212,ED3049,6,21056,5883687
JU1213,ED3049,6,1444043,5883687
JU1568,ED3049,6,21056,5883687
JU311,ED3049,6,4171277,5883687
JU367,ED3049,6,21056,5883687
JU394,ED3049,6,21056,5883687
LSJ1,ED3049,6,21056,5883687
MY18,ED3049,6,21056,5883687
ED3049,JU1586,6,21056,5883687
ED3049,JU393,6,21056,5883687
ED3049,JU406,6,21056,5883687
ED3049,JU642,6,21056,5883687
ED3049,MY16,6,2137728,5883687
ED3052,JU1212,6,2137728,5883687
ED3052,JU1213,6,2137728,5883687
ED3052,JU1568,6,2137728,5883687
ED3052,JU311,6,4171277,5883687
ED3052,LSJ1,6,2137728,5883687
ED3052,MY18,6,2137728,5883687
ED3052,JU1586,6,2137728,5883687
ED3052,JU393,6,2137728,5883687
ED3052,JU406,6,2137728,5883687
ED3052,MY16,6,2137728,5883687
ED3073,JU1212,6,21056,5883687
ED3073,JU1213,6,1444043,5883687
ED3073,JU1568,6,21056,5883687
ED3073,JU311,6,4171277,5883687
ED3073,JU367,6,21056,5883687
ED3073,JU394,6,21056,5883687
ED3073,LSJ1,6,21056,5883687
ED3073,MY18,6,21056,5883687
ED3073,JU1586,6,21056,5883687
ED3073,JU393,6,21056,5883687
ED3073,JU406,6,21056,5883687
ED3073,JU642,6,21056,5883687
ED3073,MY16,6,2137728,5883687
JU1212,ED3077,6,21056,5883687
JU1213,ED3077,6,1444043,5883687
JU1568,ED3077,6,21056,5883687
JU311,ED3077,6,4171277,5883687
JU367,ED3077,6,21056,5883687
JU394,ED3077,6,21056,5883687
LSJ1,ED3077,6,21056,5883687
MY18,ED3077,6,21056,5883687
ED3077,JU1586,6,21056,5883687
ED3077,JU393,6,21056,5883687
ED3077,JU406,6,21056,5883687
ED3077,JU642,6,21056,5883687
ED3077,MY16,6,2137728,5883687
EG4347,JU1212,6,21056,5883687
EG4347,JU1213,6,1444043,5883687
EG4347,JU1568,6,21056,5883687
EG4347,JU311,6,4171277,5883687
EG4347,JU367,6,21056,5883687
EG4347,JU394,6,21056,5883687
EG4347,LSJ1,6,21056,5883687
EG4347,MY18,6,21056,5883687
EG4347,JU1586,6,21056,5883687
EG4347,JU393,6,21056,5883687
EG4347,JU406,6,21056,5883687
EG4347,JU642,6,21056,5883687
EG4347,MY16,6,1746923,5883687
EG4349,JU1212,6,1444043,5883687
EG4349,JU1213,6,1444043,5883687
EG4349,JU1568,6,1444043,5883687
EG4349,JU311,6,4171277,5883687
EG4349,JU367,6,3709807,5883687
EG4349,JU394,6,1444043,5883687
EG4349,LSJ1,6,1444043,5883687
EG4349,MY18,6,1444043,5883687
EG4349,JU1586,6,1444043,5883687
EG4349,JU393,6,1444043,5883687
EG4349,JU406,6,1444043,5883687
EG4349,JU642,6,1444043,5883687
EG4349,MY16,6,2137728,5883687
JU1212,EG4725,6,21056,5883687
JU1213,EG4725,6,1444043,5883687
JU1568,EG4725,6,21056,5883687
JU311,EG4725,6,4171277,5883687
LSJ1,EG4725,6,21056,5883687
MY18,EG4725,6,21056,5883687
EG4725,JU1586,6,21056,5883687
EG4725,JU393,6,21056,5883687
EG4725,JU406,6,21056,5883687
EG4725,MY16,6,2137728,5883687
EG4946,JU1212,6,21056,5883687
EG4946,JU1213,6,1444043,5883687
EG4946,JU1568,6,21056,5883687
EG4946,JU311,6,4171277,5883687
EG4946,JU367,6,21056,5883687
EG4946,JU394,6,21056,5883687
EG4946,LSJ1,6,21056,5883687
EG4946,MY18,6,21056,5883687
EG4946,JU1586,6,21056,5883687
EG4946,JU393,6,21056,5883687
EG4946,JU406,6,21056,5883687
EG4946,JU642,6,21056,5883687
EG4946,MY16,6,2137728,5883687
JT11398,JU1212,6,3219578,5883687
JT11398,JU1213,6,3219578,5883687
JT11398,JU1568,6,3219578,5883687
JT11398,JU311,6,4171277,5883687
JT11398,JU367,6,3709807,5883687
JT11398,JU394,6,3219578,5883687
JT11398,LSJ1,6,3219578,5883687
JT11398,MY18,6,3219578,5883687
JT11398,JU1586,6,3219578,5883687
JT11398,JU393,6,3219578,5883687
JT11398,JU406,6,3219578,5883687
JT11398,JU642,6,3219578,5883687
JT11398,MY16,6,3219578,5883687
JU1212,JU1088,6,5289771,5883687
JU1213,JU1088,6,5289771,5883687
JU1568,JU1088,6,5289771,5883687
JU311,JU1088,6,5289771,5883687
JU367,JU1088,6,5289771,5883687
JU394,JU1088,6,5289771,5883687
LSJ1,JU1088,6,5289771,5883687
MY18,JU1088,6,5289771,5883687
JU1088,JU393,6,5289771,5883687
JU1088,JU406,6,5289771,5883687
JU1088,JU642,6,5289771,5883687
JU1088,MY16,6,5289771,5883687
JU1212,JU1172,6,21056,5883687
JU1213,JU1172,6,1444043,5883687
JU1568,JU1172,6,21056,5883687
JU311,JU1172,6,4171277,5883687
JU367,JU1172,6,21056,5883687
JU394,JU1172,6,21056,5883687
LSJ1,JU1172,6,21056,5883687
MY18,JU1172,6,21056,5883687
JU1172,JU1586,6,21056,5883687
JU1172,JU393,6,21056,5883687
JU1172,JU406,6,21056,5883687
JU1172,JU642,6,21056,5883687
JU1172,MY16,6,1746923,5883687
JU1212,JU1200,6,4964656,5883687
JU1213,JU1200,6,4964656,5883687
JU1568,JU1200,6,4964656,5883687
JU311,JU1200,6,4964656,5883687
JU367,JU1200,6,4964656,5883687
JU394,JU1200,6,4964656,5883687
LSJ1,JU1200,6,4964656,5883687
MY18,JU1200,6,4964656,5883687
JU1200,JU1586,6,4964656,5883687
JU1200,JU393,6,4964656,5883687
JU1200,JU406,6,4964656,5883687
JU1200,JU642,6,4964656,5883687
JU1200,MY16,6,4964656,5883687
JU1212,JU1213,6,1444043,5883687
JU1212,JU1409,6,21056,5883687
JU1212,JU1491,6,21056,5883687
JU1212,JU561,6,2602978,5883687
JU1212,MY10,6,21056,5883687
JU1212,MY18,6,21056,5883687
JU1212,PX174,6,21056,5883687
JU1212,PX179,6,21056,5883687
JU1212,QX1233,6,21056,5883687
JU1212,WN2002,6,21056,5883687
JU1212,JU1395,6,2602978,5883687
JU1212,JU1400,6,21056,5883687
JU1212,JU1440,6,21056,5883687
JU1212,JU1652,6,21056,5883687
JU1212,JU1896,6,21056,5883687
JU1212,JU774,6,21056,5883687
JU1212,JU778,6,21056,5883687
JU1212,JU782,6,4171277,5883687
JU1212,KR314,6,21056,5883687
JU1212,LKC34,6,21056,5883687
JU1212,MY16,6,2137728,5883687
JU1212,MY1,6,21056,5883687
JU1212,PB303,6,21056,5883687
JU1213,JU1409,6,1444043,5883687
JU1213,JU1491,6,1444043,5883687
JU1213,JU1568,6,1444043,5883687
JU1213,JU311,6,4171277,5883687
JU1213,JU367,6,1444043,5883687
JU1213,JU394,6,1444043,5883687
JU1213,JU561,6,2602978,5883687
JU1213,LSJ1,6,1444043,5883687
JU1213,MY10,6,1444043,5883687
JU1213,MY18,6,1444043,5883687
JU1213,PX174,6,1444043,5883687
JU1213,PX179,6,1444043,5883687
JU1213,QX1233,6,1444043,5883687
JU1213,WN2002,6,1444043,5883687
JU1213,JU1395,6,2602978,5883687
JU1213,JU1400,6,1444043,5883687
JU1213,JU1440,6,1444043,5883687
JU1213,JU1586,6,1444043,5883687
JU1213,JU1652,6,1444043,5883687
JU1213,JU1896,6,1444043,5883687
JU1213,JU393,6,1444043,5883687
JU1213,JU406,6,1444043,5883687
JU1213,JU642,6,1444043,5883687
JU1213,JU774,6,1444043,5883687
JU1213,JU778,6,1444043,5883687
JU1213,JU782,6,4171277,5883687
JU1213,KR314,6,1444043,5883687
JU1213,LKC34,6,1444043,5883687
JU1213,MY16,6,2137728,5883687
JU1213,MY1,6,1444043,5883687
JU1213,PB303,6,1444043,5883687
JU1568,JU1395,6,2602978,5883687
JU311,JU1395,6,4171277,5883687
JU367,JU1395,6,2602978,5883687
JU394,JU1395,6,2602978,5883687
LSJ1,JU1395,6,2602978,5883687
MY18,JU1395,6,2602978,5883687
JU1395,JU1586,6,2602978,5883687
JU1395,JU393,6,2602978,5883687
JU1395,JU406,6,2602978,5883687
JU1395,JU642,6,2602978,5883687
JU1395,MY16,6,2602978,5883687
JU1568,JU1400,6,21056,5883687
JU311,JU1400,6,4171277,5883687
JU367,JU1400,6,21056,5883687
JU394,JU1400,6,21056,5883687
LSJ1,JU1400,6,21056,5883687
MY18,JU1400,6,606594,5883687
JU1400,JU1586,6,21056,5883687
JU1400,JU393,6,21056,5883687
JU1400,JU406,6,21056,5883687
JU1400,JU642,6,21056,5883687
JU1400,MY16,6,2137728,5883687
JU1409,JU1568,6,21056,5883687
JU1409,JU311,6,4171277,5883687
JU1409,JU367,6,3709807,5883687
JU1409,JU394,6,21056,5883687
JU1409,LSJ1,6,21056,5883687
JU1409,MY18,6,21056,5883687
JU1409,JU1586,6,3219578,5883687
JU1409,JU393,6,21056,5883687
JU1409,JU406,6,21056,5883687
JU1409,JU642,6,3219578,5883687
JU1409,MY16,6,2137728,5883687
JU1568,JU1440,6,21056,5883687
JU311,JU1440,6,4171277,5883687
JU367,JU1440,6,21056,5883687
JU394,JU1440,6,21056,5883687
LSJ1,JU1440,6,21056,5883687
MY18,JU1440,6,21056,5883687
JU1440,JU1586,6,21056,5883687
JU1440,JU393,6,21056,5883687
JU1440,JU406,6,21056,5883687
JU1440,JU642,6,21056,5883687
JU1440,MY16,6,2137728,5883687
JU1491,JU1568,6,21056,5883687
JU1491,JU311,6,4171277,5883687
JU1491,JU367,6,21056,5883687
JU1491,JU394,6,21056,5883687
JU1491,LSJ1,6,21056,5883687
JU1491,MY18,6,21056,5883687
JU1491,JU1586,6,21056,5883687
JU1491,JU393,6,21056,5883687
JU1491,JU406,6,21056,5883687
JU1491,JU642,6,21056,5883687
JU1491,MY16,6,2137728,5883687
JU1568,JU561,6,2602978,5883687
JU1568,MY10,6,21056,5883687
JU1568,MY18,6,21056,5883687
JU1568,PX174,6,21056,5883687
JU1568,PX179,6,21056,5883687
JU1568,QX1233,6,21056,5883687
JU1568,WN2002,6,21056,5883687
JU1568,JU1652,6,21056,5883687
JU1568,JU1896,6,21056,5883687
JU1568,JU774,6,21056,5883687
JU1568,JU778,6,21056,5883687
JU1568,JU782,6,4171277,5883687
JU1568,KR314,6,21056,5883687
JU1568,LKC34,6,21056,5883687
JU1568,MY16,6,2137728,5883687
JU1568,MY1,6,21056,5883687
JU1568,PB303,6,21056,5883687
JU561,JU1586,6,2602978,5883687
MY10,JU1586,6,21056,5883687
MY18,JU1586,6,21056,5883687
PX174,JU1586,6,21056,5883687
PX179,JU1586,6,21056,5883687
QX1233,JU1586,6,21056,5883687
WN2002,JU1586,6,21056,5883687
JU1586,JU1652,6,21056,5883687
JU1586,JU1896,6,21056,5883687
JU1586,JU774,6,21056,5883687
JU1586,JU778,6,21056,5883687
JU1586,JU782,6,4171277,5883687
JU1586,KR314,6,21056,5883687
JU1586,LKC34,6,21056,5883687
JU1586,MY16,6,2137728,5883687
JU1586,MY1,6,21056,5883687
JU1586,PB303,6,21056,5883687
JU311,JU1652,6,4171277,5883687
JU367,JU1652,6,21056,5883687
JU394,JU1652,6,21056,5883687
LSJ1,JU1652,6,21056,5883687
MY18,JU1652,6,21056,5883687
JU1652,JU393,6,21056,5883687
JU1652,JU406,6,21056,5883687
JU1652,JU642,6,21056,5883687
JU1652,MY16,6,2137728,5883687
JU311,JU1896,6,4171277,5883687
JU367,JU1896,6,3709807,5883687
JU394,JU1896,6,21056,5883687
LSJ1,JU1896,6,21056,5883687
MY18,JU1896,6,21056,5883687
JU1896,JU393,6,21056,5883687
JU1896,JU406,6,21056,5883687
JU1896,JU642,6,21056,5883687
JU1896,MY16,6,2137728,5883687
JU311,JU561,6,4171277,5883687
JU311,MY10,6,4171277,5883687
JU311,MY18,6,4171277,5883687
JU311,PX174,6,4171277,5883687
JU311,PX179,6,4171277,5883687
JU311,QX1233,6,4171277,5883687
JU311,WN2002,6,4171277,5883687
JU311,JU774,6,4171277,5883687
JU311,JU778,6,4171277,5883687
JU311,JU782,6,4171277,5883687
JU311,KR314,6,4171277,5883687
JU311,LKC34,6,4171277,5883687
JU311,MY16,6,4171277,5883687
JU311,MY1,6,4171277,5883687
JU311,PB303,6,4171277,5883687
JU367,JU561,6,2602978,5883687
JU367,MY10,6,21056,5883687
JU367,MY18,6,21056,5883687
JU367,PX174,6,21056,5883687
JU367,QX1233,6,21056,5883687
JU367,WN2002,6,21056,5883687
JU367,JU774,6,21056,5883687
JU367,JU782,6,4171277,5883687
JU367,KR314,6,21056,5883687
JU367,LKC34,6,21056,5883687
JU367,MY16,6,2137728,5883687
JU367,PB303,6,21056,5883687
JU561,JU393,6,2602978,5883687
MY10,JU393,6,21056,5883687
PX174,JU393,6,21056,5883687
PX179,JU393,6,21056,5883687
QX1233,JU393,6,21056,5883687
WN2002,JU393,6,21056,5883687
JU393,JU642,6,21056,5883687
JU393,JU774,6,21056,5883687
JU393,JU778,6,21056,5883687
JU393,JU782,6,4171277,5883687
JU393,KR314,6,21056,5883687
JU393,LKC34,6,21056,5883687
JU393,MY1,6,21056,5883687
JU393,PB303,6,21056,5883687
JU394,JU561,6,2602978,5883687
JU394,MY10,6,21056,5883687
JU394,MY18,6,21056,5883687
JU394,PX174,6,21056,5883687
JU394,QX1233,6,21056,5883687
JU394,WN2002,6,21056,5883687
JU394,JU774,6,21056,5883687
JU394,JU782,6,4171277,5883687
JU394,KR314,6,21056,5883687
JU394,LKC34,6,21056,5883687
JU394,MY16,6,2137728,5883687
JU394,PB303,6,21056,5883687
JU561,JU406,6,2602978,5883687
MY10,JU406,6,21056,5883687
MY18,JU406,6,21056,5883687
PX174,JU406,6,21056,5883687
PX179,JU406,6,21056,5883687
QX1233,JU406,6,21056,5883687
WN2002,JU406,6,21056,5883687
JU406,JU774,6,21056,5883687
JU406,JU778,6,21056,5883687
